anime_id,eng_version,Score,Genres,Episodes,Type,Premiered,Members
4138,The Adventures of Scamper the Penguin,7.36,"Adventure, Drama, Fantasy, Kids, Slice of Life",3,OVA,,2453
10257,Pretty Rhythm: Aurora Dream,7.36,"Slice of Life, Sports, Music, Shoujo",51,TV,Spring 2011,16907
38759,The Helpful Fox Senko-san,7.36,"Slice of Life, Comedy, Supernatural, Romance",12,TV,Spring 2019,229506
1764,Slam Dunk (Movie),7.36,"Comedy, Drama, School, Shounen, Slice of Life, Sports",1,Movie,,14338
4715,Shigofumi:Letters from the Departed Special,7.36,"Drama, Fantasy, Psychological, Thriller",1,Special,,15297
11879,Oni Chichi: Re-born,7.36,Hentai,2,OVA,,27630
39806,Blade of the Immortal,7.36,"Action, Adventure, Historical, Supernatural, Drama, Martial Arts, Samurai, Seinen",24,ONA,,52218
5277,Sekirei:Pure Engagement,7.36,"Action, Comedy, Ecchi, Harem, Super Power",13,TV,Summer 2010,197639
33513,Assassination Classroom The Movie:365 Days' Time,7.36,"Action, Comedy, School, Shounen",1,Movie,,65458
11499,Sankarea:Undying Love,7.36,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",12,TV,Spring 2012,464331
39026,How heavy are the dumbbells you lift?,7.36,"Comedy, Ecchi, Slice of Life, Sports",12,TV,Summer 2019,236040
5909,Student Council's Discretion,7.36,"Harem, Comedy, Parody, School",12,TV,Fall 2009,166937
501,Doraemon,7.36,"Adventure, Comedy, Fantasy, Kids, Shounen",26,TV,Spring 1973,16163
2969,Appleseed:Ex Machina,7.36,"Action, Mecha, Military, Sci-Fi",1,Movie,,35540
34618,BLEND-S,7.36,"Slice of Life, Comedy",12,TV,Fall 2017,453108
24655,Date A Live Movie: Mayuri Judgment,7.36,"Harem, Romance, Sci-Fi",1,Movie,,141636
32189,Danganronpa 3:The End of Hope's Peak High School - Future Arc,7.36,"Action, Mystery, Horror, Psychological",12,TV,Summer 2016,256160
2929,Moonlight Mile 2nd Season: Touch Down,7.36,"Adventure, Drama, Sci-Fi, Space",14,TV,Fall 2007,4147
37993,Wataten! An Angel Flew Down to Me,7.36,"Slice of Life, Comedy, Shoujo Ai",12,TV,Winter 2019,128398
40004,We Never Learn!:Bokuben,7.36,"Harem, Comedy, Romance, School, Shounen",13,TV,Fall 2019,173795
815,"The Prince of Tennis:The Two Samurai, The First Game",7.36,"Action, Sports, Shounen",1,Movie,,18670
1878,Kaze no Shoujo Emily,7.36,"Historical, Drama, Shoujo",26,TV,Spring 2007,5512
5141,Taisho Baseball Girls,7.36,"Comedy, Historical, School, Seinen, Sports",12,TV,Summer 2009,17592
13335,Fusé:Memoirs of a Huntress,7.36,"Action, Drama, Historical, Supernatural",1,Movie,,27444
3076,Bishoujo Senshi Sailor Moon SuperS Specials,7.36,"Magic, Romance, Shoujo",3,Special,,19022
31327,Shokugeki no Souma OVA,7.36,"Ecchi, School, Shounen",2,OVA,,93367
959,The Legend of Condor Hero,7.36,"Adventure, Drama, Historical, Romance",26,TV,Spring 2001,7708
5984,Ristorante Paradiso,7.36,"Drama, Josei, Romance, Slice of Life",11,TV,Spring 2009,37163
2129,True Tears,7.36,"Drama, Romance, School",13,TV,Winter 2008,184013
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,"Adventure, Comedy, Kids, Drama, Fantasy",52,TV,Spring 1989,4840
2555,Little Lord Fauntleroy,7.36,"Slice of Life, Drama, Shoujo",43,TV,Winter 1988,3235
5958,Heaven's Lost Property,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",13,TV,Fall 2009,394109
15863,Majestic Prince,7.36,"Action, Mecha, School, Sci-Fi, Seinen, Space",24,TV,Spring 2013,49347
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.36,"Fantasy, Mystery, Supernatural",13,TV,Summer 2019,108495
35645,Uta no☆Prince-sama♪ Maji Love Kingdom Movie,7.36,"Harem, Music, Comedy, Romance, Shoujo",1,Movie,,8909
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,7.36,Hentai,1,OVA,,20541
4970,Afro Samurai:Resurrection,7.36,"Action, Adventure, Samurai",1,Movie,,81684
15751,Senyuu.,7.35,"Action, Comedy, Parody, Fantasy, Shounen",13,TV,Winter 2013,101638
37403,Ahiru no Sora,7.35,"Comedy, Sports, Drama, School, Shounen",50,TV,Fall 2019,132093
2954,Keep it a Secret from Maria-sama,7.35,Comedy,5,Special,,6418
40902,Food Wars! The Fifth Plate,7.35,"Ecchi, School, Shounen",13,TV,Spring 2020,272984
50,Ah! My Goddess,7.35,"Comedy, Supernatural, Magic, Romance, Seinen",24,TV,Winter 2005,135747
42290,Ling Cage,7.35,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",6,ONA,,752
483,Kurau Phantom Memory,7.35,"Action, Sci-Fi, Space, Super Power, Drama",24,TV,Summer 2004,26256
28497,Rokka:Braves of the Six Flowers,7.35,"Action, Adventure, Fantasy, Magic, Mystery",12,TV,Summer 2015,486940
8115,Welcome to THE SPACE SHOW,7.35,"Adventure, Space, Fantasy",1,Movie,,21171
18041,Rozen Maiden:Zurückspulen,7.35,"Action, Comedy, Drama, Magic, Seinen",13,TV,Summer 2013,66365
1391,Future GPX Cyber Formula,7.35,"Adventure, Sci-Fi, Shounen, Sports",37,TV,Spring 1991,5368
908,Fullmetal Alchemist:Premium OVA Collection,7.35,"Fantasy, Comedy, Shounen",3,OVA,,60984
878,Zegapain,7.35,"Action, Mecha, Romance, Sci-Fi",26,TV,Spring 2006,29544
3549,Allison & Lillia,7.35,"Action, Adventure, Shounen",26,TV,Spring 2008,38148
198,Speed Grapher,7.35,"Action, Mystery, Super Power",24,TV,Spring 2005,95801
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.35,"Action, Comedy, Martial Arts, Shounen, Super Power",1,Movie,,148239
40323,Gintama: Monster Strike-hen,7.35,"Action, Comedy, Parody, Samurai",2,ONA,,9260
38992,"Science Fell in Love, So I Tried to Prove It",7.35,"Comedy, Romance",12,ONA,,170554
30344,THE IDOLM@STER CINDERELLA GIRLS 2nd SEASON,7.35,"Comedy, Drama, Music",12,TV,Summer 2015,30697
666,JoJo's Bizarre Adventure,7.35,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",6,OVA,,75346
573,Saber Marionette J,7.35,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",25,TV,Fall 1996,26429
34086,Tales of Zestiria the Cross 2nd Season,7.35,"Action, Adventure, Magic, Fantasy",13,TV,Winter 2017,129670
975,Yokohama Kaidashi Kikou,7.35,"Sci-Fi, Seinen, Slice of Life",2,OVA,,26941
565,Steamboy,7.35,"Action, Military, Sci-Fi, Adventure, Historical, Drama",1,Movie,,65769
484,Saiyuki:Requiem,7.35,"Adventure, Shounen, Supernatural",1,Movie,,8561
1203,Nitaboh,7.35,"Historical, Music",1,Movie,,7494
4186,Chrome Shelled Regios,7.35,"Action, Adventure, Fantasy, School, Sci-Fi",24,TV,Winter 2009,178908
3225,Minami-ke Okawari,7.35,"Comedy, School, Slice of Life",13,TV,Winter 2008,65380
39452,Say It.,7.35,"Music, Dementia",1,Music,,1238
17505,Mushibugyo,7.35,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen",26,TV,Spring 2013,73702
19021,"Love, Chunibyo & Other Delusions!:Rikka Version",7.35,"Comedy, Drama, Romance, School, Slice of Life",1,Movie,,75194
520,Marmalade Boy Movie,7.35,"Romance, Shoujo",1,Movie,,8609
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,7.35,"Adventure, Comedy, Fantasy, Kids, Shounen",1,Movie,,3359
9611,Aa! Megami-sama! (2011),7.35,"Comedy, Magic, Romance, Seinen, Supernatural",3,OVA,,18988
14811,GJ Club,7.35,"Comedy, School, Slice of Life",12,TV,Winter 2013,147283
34012,Restaurant to Another World,7.35,"Comedy, Fantasy, Mystery",12,TV,Summer 2017,150933
39921,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,7.35,"Parody, Fantasy",1,Movie,,27895
1536,Buso Renkin,7.35,"Action, Fantasy, Supernatural, Comedy, School, Shounen",26,TV,Fall 2006,152465
2978,New Getter Robo,7.35,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen",13,OVA,,8013
2107,One Piece The Movie:Episode of Alabasta - The Desert Princess and the Pirates,7.35,"Action, Adventure, Fantasy, Shounen",1,Movie,,49491
21075,Hetalia: The Beautiful World Extra Disc,7.35,"Comedy, Historical, Parody",1,OVA,,8529
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.35,"Adventure, Police, Comedy, Mystery, Shounen",1,OVA,,8245
10928,Haruka Nogizaka's Secret:Finale,7.35,"Comedy, Romance",4,OVA,,32170
13599,Robotics;Notes,7.35,"Sci-Fi, Mystery, Drama, Mecha, School",22,TV,Fall 2012,157614
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,7.35,"Comedy, School, Shoujo",1,Special,,73801
16009,Sunday Without God,7.35,"Adventure, Mystery, Fantasy",12,TV,Summer 2013,190201
10804,La croisée dans un labyrinthe étranger Special,7.35,"Slice of Life, Historical, Seinen",1,Special,,7641
7662,Psychic Detective Yakumo,7.35,"Mystery, Horror, Supernatural",13,TV,Fall 2010,113530
41164,Ruru's Suicide Show on a Livestream,7.35,Music,1,Music,,911
35338,Saekano:How to Raise a Boring Girlfriend .flat - Fan Service of Love and Pure heart,7.34,"Harem, Comedy, Romance, Ecchi, School",1,Special,,82113
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,7.34,"Fantasy, Magic, Shounen",1,Special,,72562
191,Love Hina Christmas Movie,7.34,"Slice of Life, Comedy, Romance",1,Special,,53291
31414,Rainbow Days,7.34,"Comedy, Romance, School, Shoujo, Slice of Life",24,TV,Winter 2016,166254
9181,Motto To LOVE Ru,7.34,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen",12,TV,Fall 2010,259545
2986,Bamboo Blade,7.34,"Comedy, School, Seinen, Sports",26,TV,Fall 2007,80388
33035,"Yuyushiki: Komarasetari, Komarasaretari",7.34,"Slice of Life, Comedy, School",1,OVA,,10004
30016,Nanbaka,7.34,"Action, Comedy, Drama",13,TV,Fall 2016,233884
31997,Hetalia: The World Twinkle Extra Disc,7.34,"Comedy, Historical, Parody",1,OVA,,6534
476,Skating Rink Kaleidoscope,7.34,"Sports, Supernatural, Drama, Romance",12,TV,Fall 2005,42904
158,Maria Watches Over Us,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",13,TV,Winter 2004,53511
43465,Ijirare: Fukushuu Saimin,7.34,"Hentai, School",4,OVA,,2563
9213,Kowarekake no Orgel,7.34,"Drama, Music, Sci-Fi, Slice of Life",1,OVA,,32289
8756,Pretty Soldier Sailor Moon Memorial,7.34,"Demons, Magic, Romance, Shoujo",5,OVA,,13884
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,7.34,"Comedy, Shoujo",1,Movie,,27773
8481,"""Bungaku Shoujo"" Memoire",7.34,"Drama, Romance, School",3,OVA,,25298
32827,B:The Beginning,7.34,"Action, Mystery, Police, Psychological, Supernatural, Thriller",12,ONA,,223101
36064,Fate/Grand Order,7.34,"Action, Fantasy",,Special,,17325
39675,Ling Cage,7.34,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",6,ONA,,2419
40496,The Misfit of Demon King Academy,7.34,"Action, Demons, Magic, Fantasy, School",13,TV,Summer 2020,356060
3469,Maria Watches Over Us:Printemps,7.34,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai",6,Special,,7464
351,Ojamajo Doremi Sharp,7.34,"Comedy, Magic, Shoujo",49,TV,Winter 2000,15723
710,Rec,7.34,"Comedy, Drama, Romance, Seinen",9,TV,Winter 2006,98911
901,Dragon Ball Z:Broly – The Legendary Super Saiyan,7.34,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",1,Movie,,123503
33490,JOKER 4th Season,7.34,"Adventure, Mystery, Comedy, Shounen",13,TV,Fall 2016,3241
527,Pokémon,7.34,"Action, Adventure, Comedy, Kids, Fantasy",276,TV,Spring 1997,464779
34299,Digimon Adventure tri. Loss,7.34,"Action, Adventure, Comedy, Drama",1,Movie,,46616
1030,Pom Poko,7.34,Kids,1,Movie,,73092
352,More! Useless Witch Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",50,TV,Winter 2001,15987
14267,Persona 4 the Animation:The Factor of Hope,7.34,"Adventure, Mystery, Super Power, Supernatural, School",1,Movie,,15993
40005,Quanzhi Fashi IV,7.34,"Action, Magic, Fantasy, School",12,ONA,,15003
2337,Tetsujin 28,7.34,"Sci-Fi, Adventure, Historical, Drama, Mecha, Shounen",26,TV,Spring 2004,3707
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,7.34,"Action, Comedy, Harem, Parody, Romance",1,OVA,,34592
1439,Lupin III:Island of Assassins,7.34,"Action, Adventure, Mystery, Comedy, Seinen",1,Special,,6198
356,Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",24,TV,Winter 2006,730980
506,Glass no Kamen,7.34,"Drama, Romance, Shoujo",23,TV,Spring 1984,7182
37986,Trinity Seven Movie 2: Heavens Library to Crimson Lord,7.34,"Action, Ecchi, Magic, Fantasy, Comedy, Harem, Shounen",1,Movie,,66255
31326,High School DxD BorN Specials,7.34,"Comedy, Ecchi",6,Special,,62605
906,Dragon Ball Z:Wrath of the Dragon,7.34,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",1,Movie,,97191
12067,Samurai X Special,7.34,"Action, Historical, Romance, Samurai, Shounen",1,Special,,16016
519,Mahoraba: Heartful days,7.34,"Comedy, Drama, Romance, Shounen",26,TV,Winter 2005,22090
868,Slayers Movie 3,7.34,"Adventure, Comedy, Fantasy, Magic, Shounen",1,Movie,,16932
5593,Dogs: Bullets & Carnage,7.34,"Action, Seinen",4,OVA,,55650
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,7.34,"Action, Adventure, Comedy, Supernatural, Shounen",4,OVA,,10573
4038,Psychic Squad,7.34,"Action, Comedy, Supernatural, Shounen",51,TV,Spring 2008,39507
40646,Yes ka no ka hanbunka,7.34,"Drama, Shounen Ai",1,Movie,,13204
764,Zoids:New Century,7.34,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",26,TV,Winter 2001,24166
601,Cat Soup,7.33,"Comedy, Dementia, Psychological",1,OVA,,60101
1004,She and Her Cat:Their Standing Points,7.33,"Drama, Psychological, Romance, Slice of Life",1,OVA,,82209
11179,"Listen to Me, Girls. I Am Your Father!",7.33,"Comedy, Romance, Slice of Life",12,TV,Winter 2012,162399
7870,Baka to Test to Shoukanjuu Specials,7.33,"Magic, Comedy, School",6,Special,,43497
807,Tsubasa RESERVoir CHRoNiCLE The Movie:The Princess in the Birdcage Kingdom,7.33,"Action, Adventure, Fantasy, Drama, Shounen",1,Movie,,41710
29786,SHIMONETA:A Boring World Where the Concept of Dirty Jokes Doesn't Exist,7.33,"Comedy, Ecchi, School",12,TV,Summer 2015,557478
3213,Ganbare Genki,7.33,"Action, Comedy, Shounen, Sports",35,TV,Summer 1980,1825
867,Slayers Gorgeous,7.33,"Adventure, Comedy, Fantasy, Magic, Supernatural",1,Movie,,16743
2927,KimiKiss:Pure Rouge,7.33,"Drama, Romance, School",24,TV,Fall 2007,80052
15199,Code Geass:Akito the Exiled - The Brightness Falls,7.33,"Action, Mecha, Military",1,Movie,,90401
37086,Kakegurui××,7.33,"Drama, Game, Mystery, Psychological, School, Shounen",12,TV,Winter 2019,435529
21681,Hanayamata,7.33,"Slice of Life, Comedy, School",12,TV,Summer 2014,93655
33362,Starmyu 2nd Season,7.33,"Music, Slice of Life, School",12,TV,Spring 2017,14002
31678,Dragon Nest:Throne of Elves,7.33,"Action, Adventure, Magic, Fantasy",1,Movie,,3733
1655,Nerima Daikon Brothers,7.33,"Comedy, Music",12,TV,Winter 2006,7651
2257,Taiyou no Kiba Dagram,7.33,"Mecha, Military, Drama, Sci-Fi, Shounen",75,TV,Fall 1981,3820
4061,Grimm's Fairy Tale Classics,7.33,"Adventure, Comedy, Fantasy, Kids, Magic",23,TV,Fall 1988,2033
944,The Third: Aoi Hitomi no Shoujo,7.33,"Action, Adventure, Sci-Fi, Seinen",24,TV,Spring 2006,18954
1171,Slayers Excellent,7.33,"Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen",3,OVA,,17916
41619,Munou na Nana,7.33,"Psychological, Shounen, Super Power, Supernatural, Thriller",13,TV,Fall 2020,161644
2817,The Story of Cinderella,7.33,"Adventure, Kids, Romance, Fantasy",26,TV,Spring 1996,6140
31485,Aikatsu Stars! Movie,7.33,"Music, School, Shoujo, Slice of Life",1,Movie,,4001
18229,Gatchaman Crowds,7.33,"Sci-Fi, Adventure",12,TV,Summer 2013,163259
1426,Lupin III: Part III,7.33,"Action, Adventure, Comedy, Seinen",50,TV,Spring 1984,14914
2512,Detective Conan OVA 02: 16 Suspects,7.33,"Adventure, Mystery, Comedy, Police, Shounen",1,OVA,,13721
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.33,"Historical, Drama, Romance, Samurai, Seinen",1,Movie,,3355
960,Legend of the Condor Hero II,7.33,"Adventure, Drama, Historical, Romance",26,TV,Winter 2005,3296
822,Initial D Extra Stage,7.33,"Action, Cars, Sports, Drama, Seinen",2,OVA,,35581
35849,DARLING in the FRANXX,7.33,"Action, Drama, Mecha, Romance, Sci-Fi",24,TV,Winter 2018,988865
869,Slayers Movie 2,7.33,"Adventure, Comedy, Fantasy, Magic, Shounen",1,Movie,,17318
1195,The Familiar of Zero,7.33,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",13,TV,Summer 2006,651195
8768,Hiyokoi,7.33,"Romance, School, Shoujo",1,Special,,81634
40532,APPARE-RANMAN!,7.33,"Cars, Comedy, Historical",13,TV,Spring 2020,89963
408,Final Fantasy VII:Last Order,7.33,"Action, Adventure, Drama, Fantasy, Sci-Fi",1,Special,,60056
36652,Forest of Piano,7.33,"Adventure, Music, Comedy, Drama, School, Seinen",12,TV,Spring 2018,82718
35262,My Hero Academia Season 2:Hero Notebook,7.33,"Action, Comedy, Super Power",1,Special,,122074
38186,We Never Learn:BOKUBEN,7.33,"Harem, Comedy, Romance, School, Shounen",13,TV,Spring 2019,263544
6783,ef ~ A Tale of Melodies - Recollections,7.33,"Mystery, Drama, Romance",1,Special,,12174
33106,Love Live! μ's Final Love Live! Opening Animation,7.33,Music,1,Special,,5654
10884,Saki Episode of Side A,7.33,"Game, School, Slice of Life",12,TV,Spring 2012,31032
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",24,TV,Fall 2003,50151
656,Air in Summer,7.33,"Romance, Supernatural, Comedy, Historical, Drama",2,Special,,36947
11633,Blood Lad,7.33,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",10,TV,Summer 2013,535363
5854,Legend of the Condor Hero III,7.33,"Action, Adventure, Drama, Historical, Romance",26,TV,Spring 2008,2392
1521,Black Jack:The Movie,7.33,Drama,1,Movie,,10244
4884,Tales of the Abyss,7.32,"Adventure, Drama, Fantasy",26,TV,Fall 2008,109058
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7.32,"Sci-Fi, Adventure, Comedy, Seinen",1,Movie,,3456
3958,Kannagi:Crazy Shrine Maidens,7.32,"Comedy, School, Shounen, Supernatural",13,TV,Fall 2008,137337
5075,Yuusha Keisatsu J-Decker,7.32,"Action, Adventure, Police, Mecha, Sci-Fi",48,TV,Winter 1994,2459
10805,The World God Only Knows:Four Girls and an Idol,7.32,"Comedy, Music, Shounen, Supernatural",1,OVA,,90923
3342,Rin:Daughters of Mnemosyne,7.32,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",6,TV,Winter 2008,152677
845,Kiba,7.32,"Adventure, Fantasy, Shounen",51,TV,Spring 2006,68142
36317,Skull-face Bookseller Honda-san,7.32,"Comedy, Slice of Life",12,TV,Fall 2018,84659
38005,Strike Witches: Road to Berlin,7.32,"Action, Military, Sci-Fi, Magic, Ecchi",12,TV,Fall 2020,15278
38360,Drifters: The Outlandish Knight,7.32,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen",1,OVA,,15774
10918,Kowarekake no Orgel (Movie),7.32,"Sci-Fi, Music, Slice of Life, Drama",1,Movie,,13933
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,7.32,Comedy,1,Movie,,3545
11759,Accel World,7.32,"Action, Game, Sci-Fi, Romance, School",24,TV,Spring 2012,598685
32105,Twin Star Exorcists,7.32,"Action, Supernatural, Romance, Fantasy, Shounen",50,TV,Spring 2016,375693
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,7.32,"Action, Comedy, School, Shounen, Super Power",1,OVA,,121960
443,Onegai☆Teacher: Himitsu na Futari,7.32,"Comedy, Ecchi, Romance, Sci-Fi",1,OVA,,42389
10050,Macross F Music Clip Shuu: Nyankuri,7.32,Music,1,Music,,4132
5150,Hatsukoi Limited,7.32,"Comedy, Romance, School, Shounen",12,TV,Spring 2009,82196
3859,Top Secret: The Revelation,7.32,"Sci-Fi, Mystery, Police, Psychological, Shoujo",26,TV,Spring 2008,16585
20671,The Portrait Studio,7.32,"Drama, Historical, Slice of Life",1,Movie,,5517
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.32,"Shounen, Sports, Super Power",1,Movie,,19711
36491,Doupo Cangqiong,7.32,"Action, Adventure, Comedy, Supernatural, Romance",12,ONA,,5898
27,Trinity Blood,7.32,"Action, Supernatural, Vampire",24,TV,Spring 2005,158343
13333,Tari Tari,7.32,"Music, Slice of Life, School",13,TV,Summer 2012,133495
6712,Summer Storm! Open for Business,7.32,"Comedy, Romance, Supernatural",13,TV,Fall 2009,17376
5034,Corpse Princess:Kuro,7.32,"Action, Horror, Supernatural, Shounen",12,TV,Winter 2009,67903
33183,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7.32,"Action, Slice of Life, Magic, Fantasy, School, Shoujo",1,Movie,,2441
35459,Boku no Hero Academia: Training of the Dead,7.32,"Action, Comedy, Super Power, School, Shounen",1,OVA,,133924
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,7.32,"Comedy, Romance, Shoujo",3,Special,,38035
541,Tenchi Muyou! Ryououki 3rd Season,7.32,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",6,OVA,,17697
21105,Love Stage!!,7.32,"Comedy, Romance, Shounen Ai",10,TV,Summer 2014,193013
101,Air,7.32,"Slice of Life, Supernatural, Drama, Romance",12,TV,Winter 2005,259381
36936,Mirai,7.32,"Adventure, Drama, Fantasy",1,Movie,,86595
6381,Strike Witches 2,7.32,"Action, Ecchi, Magic, Military, Sci-Fi",12,TV,Summer 2010,73066
5065,Detroit Metal City:Birth of the Metal Devil,7.32,"Parody, Comedy, Romance, Music",1,Special,,21432
92,After War Gundam X,7.32,"Sci-Fi, Adventure, Space, Drama, Mecha",39,TV,Spring 1996,28862
6116,Kaasan:Mom's Life,7.32,"Slice of Life, Comedy",142,TV,Spring 2009,2589
15963,Seitokai no Ichizon Lv.2: Watasu Seitokai,7.32,"Harem, Comedy, Parody, School",1,OVA,,19336
2336,Hikaru no Go: New Year Special,7.32,"Game, Comedy, Supernatural, Shounen",1,Special,,8860
42519,Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,7.32,"Harem, Comedy, Romance, Shounen",1,OVA,,20749
633,Legend of Basara,7.32,"Adventure, Romance, Drama, Shoujo",13,TV,Spring 1998,9901
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,7.32,"Sci-Fi, Comedy",1,Special,,52129
4015,School Rumble 3rd Semester,7.32,"Comedy, Romance, School, Shounen",2,OVA,,55150
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",7,OVA,,15406
49,Oh! My Goddess,7.32,"Comedy, Magic, Romance, Seinen, Supernatural",5,OVA,,46428
11701,Another:The Other,7.32,"Horror, Mystery, Thriller",1,OVA,,152735
9135,Fullmetal Alchemist:The Sacred Star of Milos,7.32,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",1,Movie,,150535
3292,Potemayo Specials,7.32,"Comedy, School, Seinen",6,Special,,3512
2798,Hatsu Inu The Animation,7.31,Hentai,2,OVA,,22421
3791,Air Gear:Special Trick,7.31,"Sports, Shounen",1,Special,,42983
5667,To LOVE-Ru OVA,7.31,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",6,OVA,,141056
2408,Sergeant Frog Movie 2,7.31,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",1,Movie,,4637
99,My-Otome,7.31,"Comedy, Drama, Fantasy, Magic",26,TV,Fall 2005,46018
30870,Ajin:Demi-Human Movie 3:Collide,7.31,"Action, Horror, Mystery, Seinen, Supernatural",1,Movie,,20296
32566,Noblesse: Pamyeol-ui Sijak,7.31,"Action, Adventure, Supernatural",1,OVA,,41405
33983,Onihei,7.31,"Historical, Seinen",13,TV,Winter 2017,33930
9793,Senjou no Valkyria 3: Tagatame no Juusou,7.31,"Action, Military, Fantasy",2,OVA,,13805
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,7.31,"Action, Mecha, Sci-Fi, Space",1,Movie,,52318
1064,Mazinkaiser,7.31,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",7,OVA,,8274
30911,Tales of Zestiria the X,7.31,"Action, Adventure, Magic, Fantasy",12,TV,Summer 2016,267050
653,Galaxy Angel 3,7.31,"Comedy, Sci-Fi",26,TV,Fall 2002,8186
1526,Pokemon:Lucario and the Mystery of Mew,7.31,"Action, Adventure, Kids, Drama, Fantasy",1,Movie,,88136
272,Noir,7.31,"Action, Mystery, Drama",26,TV,Spring 2001,94112
855,Strawberry Panic,7.31,"Drama, Romance, School, Shoujo Ai",26,TV,Spring 2006,113097
3918,Resort Boin,7.31,Hentai,3,OVA,,21462
1222,Bokura ga Ita,7.31,"Slice of Life, Drama, Romance, Shoujo",26,TV,Summer 2006,196379
40497,The Irregular at Magic High School:Visitor Arc,7.31,"Action, Sci-Fi, Supernatural, Magic, Romance, School",13,TV,Fall 2020,197342
30714,Seraph of the Endless,7.31,"Comedy, Police, Supernatural, Vampire, Shounen",9,Special,,62572
10232,Tamayura: Hitotose,7.31,"Slice of Life, Comedy, Drama",12,TV,Fall 2011,38506
5684,Fresh Precure!,7.31,"Action, Slice of Life, Comedy, Magic, Fantasy, Shoujo",50,TV,Winter 2009,12480
6676,Asura Cryin' 2,7.31,"Action, Supernatural, Mecha",13,TV,Fall 2009,56393
14833,Maoyu ~ Archenemy & Hero,7.31,"Adventure, Demons, Romance, Fantasy",12,TV,Winter 2013,355361
2488,Mei and the Baby Cat Bus,7.31,"Adventure, Fantasy",1,Special,,16812
5832,Tiger Mask Nisei,7.31,"Action, Sports, Drama",33,TV,Spring 1981,4796
6948,Bakemonogatari Recap,7.31,"Mystery, Romance, Supernatural",1,Special,,44814
6604,Kuruneko,7.31,"Comedy, Slice of Life",50,TV,Summer 2009,4029
27969,The Case of Hana & Alice,7.31,"Drama, Mystery, Slice of Life",1,Movie,,27984
6574,Hanamaru Kindergarten,7.31,"Slice of Life, Comedy, Seinen",12,TV,Winter 2010,65009
14951,Wonderful Rush,7.31,Music,1,Music,,11890
